,15,22,23,25,27
2.0,1.0,0.924,0.254,4.0,0.002
3.0,1.0,0.44799999999999995,0.002,0.48200000000000004,0.001
4.0,1.0,0.364,60.0,8.0,0.002
5.0,1.0,0.706,0.23,0.4,12.0
6.0,1.0,0.552,0.001,0.608,0.267
7.0,1.0,0.182,1.0,0.502,2.0
