,1500,2200,2201,2202,2203,2204,2207,2210,2211,2212,2213,2216,2217,2218,2219,2250,2251,2252,2260,2261,2262,2263,2267,2270,2271,2280,2282,2283,2284,2285,2286,2287,2290,2311,2312,2313,2314,2315,2317,2500,2501,2510,2511,2512,2513,2515,2540,2700,2703,2710,2720,2721,2724,2730,2740,2741,2742
9.0,1.0,1.446,0.782,1.766,2.474,1.3780000000000001,0.0,0.872,1.324,0.306,0.996,0.5720000000000001,0.38799999999999996,0.36200000000000004,0.39799999999999996,1.4780000000000002,0.33799999999999997,0.0,4.684,0.0,0.622,0.73,0.0,0.718,0.302,0.462,0.0,0.0,0.0,0.0,0.0,0.0,0.094,10.0,0.0,0.602,0.24,0.0,0.0,0.0,0.0,0.6000000000000001,2.0,0.003,0.0,0.0,0.0,2.25,0.0,0.784,0.002,0.0,206.0,1.25,0.001,26.0,0.0
10.0,1.0,0.496,0.001,1.368,4.91,0.0,0.0,1.736,0.892,0.41600000000000004,0.402,0.0,0.298,0.0,0.494,0.406,0.0,0.0,1.974,0.67,0.0,0.6779999999999999,0.804,1.02,0.282,0.696,0.0,0.066,0.0,0.374,0.0,0.055999999999999994,0.0,1.0,0.46,0.254,0.0,0.0,0.0,0.0,0.24,0.2,4.0,0.43800000000000006,0.0,0.0,0.504,0.348,0.0,0.29,0.012,0.0,604.0,0.342,0.001,0.596,0.0
11.0,1.0,1.4680000000000002,0.0,1.784,2.38,0.0,0.0,3.044,0.42200000000000004,0.268,0.244,0.0,0.27,0.0,0.792,0.336,0.278,0.0,0.7140000000000001,0.0,0.0,0.0,0.0,0.168,0.0,0.522,0.46799999999999997,0.36,0.0,0.0,0.0,0.0,0.0,20.0,0.306,0.002,0.0,0.0,0.0,0.0,0.24,0.2,3.0,0.002,0.0,0.0,0.0,0.7340000000000001,0.0,0.26,0.002,0.0,0.0,0.648,0.001,1.0,0.0
12.0,1.0,0.001,1.1540000000000001,0.922,1.514,1.004,0.001,0.76,0.644,0.09,0.20199999999999999,0.0,0.055999999999999994,0.0,0.0,0.9420000000000001,0.0,0.0,1.044,0.88,0.0,0.166,0.0,0.406,0.0,0.506,0.0,0.0,0.0,0.364,0.0,0.0,0.055999999999999994,0.55,0.5980000000000001,1.068,0.0,0.0,0.0,0.0,0.0,2.5999999999999996,0.332,1.5,0.0,0.0,0.0,0.10400000000000001,0.0,0.586,0.001,0.0,294.0,0.248,0.08199999999999999,2.0,0.0
13.0,1.0,0.924,0.0,2.85,1.34,1.526,0.0,0.001,0.8320000000000001,0.40399999999999997,0.39399999999999996,0.0,0.312,0.0,0.20800000000000002,2.224,0.0,0.0,1.386,0.8240000000000001,0.0,0.49,0.0,0.424,0.0,0.58,0.06,0.084,0.0,0.0,0.0,0.0,0.094,10.0,0.398,1.65,0.0,0.0,0.0,1.508,0.0,0.2,2.0,0.01,0.23199999999999998,1.046,0.0,0.226,0.0,0.66,0.001,0.0,330.0,0.672,0.09,1.0,0.0
14.0,1.0,2.164,0.0,1.4140000000000001,3.988,0.0,0.0,0.542,1.012,0.41600000000000004,1.496,0.0,0.968,0.0,0.001,0.13,0.0,0.0,2.758,0.534,0.386,1.044,0.001,1.1420000000000001,0.204,0.518,0.0,0.122,0.0,1.302,0.0,0.0,0.054000000000000006,10.0,0.248,0.002,0.0,0.0,0.0,0.0,0.0,6.2,0.132,4.292,0.29600000000000004,0.0,0.0,0.28,0.0,0.204,0.012,0.0,256.0,0.28600000000000003,0.003,0.6519999999999999,0.0
15.0,2.0,0.602,0.0,2.8819999999999997,1.06,0.001,0.0,0.982,1.3219999999999998,0.15,0.5720000000000001,0.0,0.25,0.0,0.001,2.074,392.0,0.0,15.97,0.386,0.0,0.6659999999999999,0.23,0.35200000000000004,0.0,0.5720000000000001,0.0,0.092,0.0,0.0,4.0,0.08800000000000001,0.1,1.0,0.39399999999999996,0.272,0.0,0.0,0.0,0.0,0.28800000000000003,4.4,1.0,1.5,0.0,0.0,0.0,0.24600000000000002,0.308,0.528,0.006,0.0,848.0,0.138,0.064,1.0,0.0
16.0,1.0,0.5379999999999999,0.0,1.344,0.426,0.0,0.0,1.462,1.2,0.136,0.28600000000000003,0.0,0.6659999999999999,0.0,0.002,2.14,0.0,0.0,0.59,0.0,0.0,0.862,0.001,0.386,0.0,0.8140000000000001,0.0,0.0,0.0,0.5640000000000001,0.0,0.0,0.08,20.0,0.158,0.46399999999999997,0.0,0.0,0.0,0.0,0.34,0.23199999999999998,2.0,4.789,0.222,1.046,0.0,3.25,0.0,0.188,0.003,0.0,1038.0,0.522,0.078,0.018000000000000002,0.0
17.0,1.0,0.94,0.0,3.45,12.184000000000001,0.0,0.0,2.278,0.46,0.0,0.5830000000000001,0.0,0.55,0.0,0.424,1.03,0.0,0.0,1.604,0.0,0.0,0.0,0.278,0.0,0.0,0.82,0.0,0.168,0.0,0.23800000000000002,0.006999999999999999,0.0,0.0,1.0,1.036,0.344,23.0,0.0,0.0,0.0,0.348,0.188,2.0,24.0,0.306,0.0,0.0,0.598,0.0,0.644,0.001,0.0,0.0,1.0659999999999998,0.093,0.27,0.0
18.0,1.0,0.812,0.344,5.13,1.404,0.001,0.0,0.718,0.44,0.0,0.212,0.0,0.4,0.33,0.002,1.9,0.0,0.0,0.598,0.3,0.0,0.9279999999999999,0.0,0.794,0.0,0.9620000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.214,1.046,0.0,0.106,0.0,0.214,0.002,0.0,0.0,0.48,0.002,2.6660000000000004,0.0
19.0,1.0,0.612,0.001,9.516,1.078,0.0,0.001,0.662,0.402,0.292,0.496,0.0,0.252,0.0,0.0,1.2919999999999998,0.318,0.0,2.752,0.0,0.0,0.7440000000000001,0.0,0.854,0.0,0.0,0.0,0.11199999999999999,0.0,0.0,0.0,0.0,0.0,2.0,0.184,0.714,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.001,0.10400000000000001,1.046,0.0,1.25,0.0,0.002,0.002,1.574,530.0,0.156,0.055999999999999994,0.003,0.0
20.0,1.0,3.6820000000000004,0.0,3.446,2.3280000000000003,0.696,0.001,1.216,0.996,0.0,0.332,0.0,0.542,0.0,0.001,1.9480000000000002,0.0,0.0,1.008,0.284,0.512,1.0,0.0,0.0,0.0,0.0,0.0,0.08800000000000001,0.0,0.0,0.0,0.0,0.068,1.0,0.14400000000000002,0.001,0.0,0.0,0.0,0.0,0.298,0.6,4.0,0.004,0.0,0.0,0.514,0.22399999999999998,0.001,0.45,0.001,0.0,0.0,5.0,0.0,0.006,0.0
21.0,1.0,0.5539999999999999,0.0,2.03,3.264,1.1760000000000002,0.0,0.48200000000000004,0.36,0.382,0.284,0.0,0.308,0.0,0.182,1.4580000000000002,0.10400000000000001,0.0,0.5379999999999999,0.9940000000000001,0.0,1.8119999999999998,0.81,1.014,0.0,1.26,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1.0,0.902,0.001,0.0,0.0,0.0,1.508,0.0,0.2,5.0,0.003,0.0,0.0,0.608,0.001,0.002,0.94,0.002,0.787,0.0,0.36,0.09,0.001,0.0
22.0,0.0,0.39,0.0,5.0920000000000005,1.8940000000000001,0.7240000000000001,0.0,0.446,0.7659999999999999,0.0,0.28,0.0,0.07,0.436,0.0,0.588,0.0,0.0,1.6219999999999999,0.324,0.6859999999999999,0.654,0.502,0.28800000000000003,0.0,0.884,0.0,0.0,0.388,0.0,0.0,0.0,0.0,0.002,0.47400000000000003,0.001,18.0,0.0,0.0,0.0,0.0,0.4,5.0,36.0,0.146,0.0,0.518,0.294,0.0,0.37,0.001,0.0,0.0,0.58,0.001,19.0,0.0
23.0,1.0,1.66,0.0,0.0,0.514,0.722,0.0,2.04,1.226,0.0,0.188,1.0,0.242,0.0,0.0,1.408,0.0,0.0,1.986,0.544,0.44799999999999995,0.276,0.992,1.274,0.0,1.25,0.0,0.0,0.0,0.174,0.0,0.0,0.0,1.0,0.466,0.736,0.022000000000000002,0.0,0.0,0.0,0.0,0.6,2.0,0.015,0.0,0.0,0.536,0.10400000000000001,0.0,0.514,0.001,0.0,0.0,0.136,0.001,0.012,0.0
24.0,1.0,0.792,0.22,2.21,0.9,0.38799999999999996,0.0,1.024,0.698,0.0,0.134,0.0,0.316,0.0,0.001,0.001,0.0,0.0,2.8680000000000003,0.0,0.826,0.626,0.85,0.41200000000000003,0.0,2.122,0.0,0.0,0.0,0.17,0.0,0.0,0.0,1.0,1.0,0.4,0.326,0.0,0.0,0.0,0.0,0.546,2.0,4.0,0.17,0.0,0.0,0.7120000000000001,0.0,1.1420000000000001,0.001,0.787,0.0,0.196,0.07400000000000001,0.241,0.0
25.0,1.0,1.306,0.442,1.9340000000000002,0.862,0.9159999999999999,0.0,1.236,0.306,0.0,0.244,0.504,0.43799999999999994,0.0,0.001,0.122,0.0,0.0,0.6559999999999999,0.0,0.35,0.474,0.47,1.64,0.0,0.44,0.0,0.172,0.182,0.0,0.0,0.0,0.32399999999999995,1.0,0.406,1.0,0.015,0.0,0.0,0.0,0.406,4.0,2.0,4.0,0.502,0.0,0.0,0.292,0.0,0.42,2.333,0.787,500.0,0.38,0.001,2.0,0.0
