,1500,2200,2201,2202,2203,2204,2207,2210,2211,2212,2213,2216,2217,2218,2219,2250,2251,2252,2260,2261,2262,2263,2267,2270,2271,2280,2282,2283,2284,2285,2286,2287,2290,2311,2312,2313,2314,2315,2317,2500,2501,2510,2511,2512,2513,2515,2540,2700,2703,2710,2720,2721,2724,2730,2740,2741,2742
0.0,3.0,2.76,0.818,1.6280000000000001,1.56,0.002,0.0,0.99,0.562,0.322,0.374,0.39799999999999996,0.43,0.9540000000000001,0.28600000000000003,0.001,0.44799999999999995,0.0,1.9340000000000002,0.48,0.358,0.598,0.0,0.277,0.306,0.0,0.0,0.1,0.254,0.0,0.0,0.0,0.0,1.0,1.0,0.001,0.0,0.0,0.0,0.0,0.308,5.0,4.0,0.02,0.0,1.046,0.0,0.3,0.47200000000000003,0.356,0.002,0.0,336.0,0.14,0.001,0.134,0.0
1.0,0.0,0.738,2.3280000000000003,1.841,0.904,1.7919999999999998,0.0,0.001,0.42200000000000004,1.234,0.324,0.0,0.47600000000000003,0.0,0.33,1.264,0.0,0.0,1.252,0.0,0.0,0.0,0.0,0.005,1.242,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.002,0.0,0.0,0.45,2.0,0.47,0.514,3.0,8.42,0.0,0.0,0.0,24.0,0.268,0.372,0.001,0.0,304.0,0.746,0.001,21.0,0.0
2.0,1.0,1.776,1.198,3.4909999999999997,5.1,1.192,0.0,0.8320000000000001,0.8740000000000001,0.28600000000000003,0.674,0.0,0.564,0.43799999999999994,0.348,0.001,0.0,0.0,4.588,0.0,0.0,0.504,1.126,0.32799999999999996,0.39399999999999996,0.91,0.0,0.16399999999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.758,0.001,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.105,0.81,0.0,0.0,0.142,0.0,0.798,0.516,0.0,228.0,0.46,0.001,0.322,0.564
3.0,1.0,0.8540000000000001,2.496,1.178,1.208,1.994,0.0,0.606,0.584,0.312,0.33,0.596,0.015,0.0,0.598,0.778,0.0,0.0,1.92,0.0,0.0,0.332,0.33799999999999997,0.28600000000000003,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11599999999999999,73.0,0.12,0.332,0.312,0.0,0.326,1.508,0.41600000000000004,0.244,0.506,0.004,0.18,0.0,0.0,1.0,0.0,0.6839999999999999,0.001,0.0,340.0,1.226,0.988,1.3330000000000002,0.0
4.0,0.0,0.7879999999999999,1.154,1.6769999999999998,1.002,0.004,0.001,0.001,0.682,0.292,0.368,0.0,0.45399999999999996,0.0,0.414,0.0,0.0,0.0,3.31,0.0,0.622,0.684,0.0,0.34600000000000003,0.44,0.0,0.0,0.055999999999999994,0.0,0.0,0.0,0.0,0.0,1.0,0.21000000000000002,0.001,0.0,1.0,0.0,0.0,0.0,2.0,1.067,0.004,0.0,0.0,0.0,0.23199999999999998,0.0,0.23,0.001,0.0,314.0,0.10400000000000001,0.001,0.28,0.0
5.0,1.0,0.376,1.204,0.402,2.306,0.318,0.001,0.498,1.552,0.11800000000000001,0.47200000000000003,0.0,0.302,0.36200000000000004,0.46799999999999997,4.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23800000000000002,0.456,0.0,0.0,0.11,0.23199999999999998,0.0,0.0,0.08199999999999999,0.0,1.0,0.21600000000000003,0.002,0.0,0.0,0.0,0.0,0.0,0.3,10.0,2.105,0.8240000000000001,0.0,0.0,0.628,0.0,0.4,0.002,0.0,0.0,0.9039999999999999,0.6559999999999999,0.46,0.0
6.0,1.0,0.512,0.8420000000000001,2.3819999999999997,2.8,0.0,0.013999999999999999,0.5379999999999999,0.452,0.838,0.16399999999999998,0.41,0.37200000000000005,0.478,0.214,0.668,0.0,0.0,0.74,0.0,0.0,0.46799999999999997,0.652,0.316,0.442,0.0,0.0,0.092,0.0,0.0,0.0,0.038,0.16399999999999998,0.23,0.166,0.001,0.0,0.0,0.0,2.0,0.0,0.6,4.0,0.024,0.0,0.0,0.0,0.162,0.0,0.434,8.0,0.0,0.0,1.7120000000000002,0.002,0.001,0.0
7.0,1.0,2.216,0.8859999999999999,0.46,5.734,0.932,0.009000000000000001,0.878,0.512,0.294,0.92,0.0,0.196,0.696,0.0,1.328,0.682,0.0,0.96,1.05,0.0,1.006,0.0,0.23,0.19,0.19,0.0,0.184,0.0,0.0,0.0,0.0,0.0,1.0,0.29600000000000004,0.002,0.0,0.0,0.0,1.508,0.244,0.184,6.0,2.083,0.16,0.0,0.0,0.086,0.0,0.326,0.006,0.0,308.0,0.204,0.202,0.002,0.0
8.0,2.0,0.914,1.592,2.838,0.536,0.001,0.188,0.54,0.7659999999999999,0.168,0.172,0.0,0.434,0.39399999999999996,0.534,1.446,0.134,15.0,0.0,0.0,0.0,1.172,0.484,0.488,0.126,0.7040000000000001,0.0,0.064,0.0,0.0,0.0,0.0,0.0,30.0,0.736,0.252,0.304,0.0,0.0,0.0,0.204,0.2,10.0,0.004,0.48200000000000004,0.0,0.0,0.062,0.0,0.28,0.001,0.0,0.0,0.8759999999999999,0.094,2.0,0.0
