,1500,2200,2201,2202,2203,2204,2207,2210,2211,2212,2213,2216,2217,2218,2219,2250,2251,2252,2260,2261,2262,2263,2267,2270,2271,2280,2282,2283,2284,2285,2286,2287,2290,2311,2312,2313,2314,2315,2317,2500,2501,2510,2511,2512,2513,2515,2540,2700,2703,2710,2720,2721,2724,2730,2740,2741,2742
2016-02-01,3.0,0.001,2.154,0.0,0.0,0.0,0.0,0.001,0.826,2.0,0.0,0.0,0.28600000000000003,0.0,0.53,0.001,0.44799999999999995,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.382,0.0,0.0,0.244,0.0,0.0,0.0,0.0,0.0,88.0,0.0,2.0,0.0,0.0,0.0,0.0,0.35200000000000004,0.0,4.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9059999999999999,0.0,0.0,0.0
2016-02-02,0.0,1.01,0.87,2.2640000000000002,1.5519999999999998,0.002,0.0,0.0,1.234,0.312,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43799999999999994,0.0,0.358,1.01,0.0,0.764,0.8759999999999999,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10.0,0.41000000000000003,0.001,0.0,0.0,0.0,0.0,0.6439999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.48200000000000004,0.0,342.0,0.284,0.001,8.0,0.0
2016-02-03,5.0,8.686,1.126,0.001,1.6740000000000002,0.004,0.0,0.28800000000000003,0.0,0.0,0.0,0.0,0.638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23199999999999998,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.046,0.0,1.0,0.0,0.0,0.0,0.0,336.0,0.0,0.084,0.302,0.0
2016-02-04,1.0,0.662,0.688,2.3,3.378,0.0,0.0,1.1059999999999999,0.7140000000000001,0.5539999999999999,0.02,0.466,0.04,0.9540000000000001,0.15,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.706,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.258,0.43,0.0,0.0,0.0,0.0,0.0,2.2,2.0,0.306,0.0,0.0,0.0,0.634,0.0,0.37200000000000005,0.001,0.0,0.0,0.782,0.002,0.001,0.0
2016-02-05,0.0,0.248,2.6679999999999997,0.0,5.874,0.0,0.0,1.07,0.0,0.0,0.426,0.0,0.035,0.0,0.9039999999999999,128.0,0.0,0.0,0.51,0.48,0.0,0.428,0.0,0.002,0.28600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.58,0.002,0.0,0.0,0.0,0.0,0.308,0.0,0.0,2.083,0.0,0.0,0.0,3.0,0.0,0.358,0.0,0.0,0.0,0.23600000000000002,0.0,0.0,0.0
2016-02-06,3.0,0.001,10.591999999999999,1.6280000000000001,2.724,0.002,0.0,3.936,0.562,0.8,0.374,0.39799999999999996,0.746,0.0,0.28600000000000003,0.001,0.0,0.0,1.9340000000000002,0.0,0.0,0.598,0.0,0.42200000000000004,0.272,0.0,0.0,0.0,0.254,0.0,0.0,0.0,0.0,60.0,0.23199999999999998,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.21,0.0,1.046,0.0,0.5760000000000001,0.0,0.356,0.001,0.0,0.0,0.14,0.001,0.134,0.0
2016-02-07,0.0,2.76,0.818,0.0,1.56,0.0,0.0,0.99,0.0,0.322,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.3,0.47200000000000003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252,0.37,0.0,0.244,0.0,0.40399999999999997,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266,0.0,0.0,0.0,0.0,0.0,0.5820000000000001,0.1,0.0,0.0
2016-02-09,0.0,0.0,1.1440000000000001,2.4859999999999998,0.0,0.0,0.0,0.316,1.208,0.0,0.0,0.0,0.8,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.001,0.0,0.0,0.45,0.0,0.0,0.001,0.0,0.007,0.0,0.0,0.0,0.536,0.0,0.0,0.002,0.0,0.0,0.8059999999999999,0.001,0.0,0.0
